x,y,z,x1,y1,z1,x2,y2,z2,x3,y3,z3,x4,y4,z4
1.48746,-0.136694,0.936287,-0.351648,-0.806178,1.57889-0.831556,-0.188324,1.39352-0.0759821,0.450109,1.565360.403925,-0.167745,1.75073
1.51815,-0.198479,0.8985,-0.351648,-0.806178,1.57889-0.831556,-0.188324,1.39352-0.0759821,0.450109,1.565360.403925,-0.167745,1.75073
1.55235,-0.256489,0.845481,-0.351648,-0.806178,1.57889-0.831556,-0.188324,1.39352-0.0759821,0.450109,1.565360.403925,-0.167745,1.75073
1.5812,-0.318772,0.814209,-0.351648,-0.806178,1.57889-0.831556,-0.188324,1.39352-0.0759821,0.450109,1.565360.403925,-0.167745,1.75073
1.60157,-0.347351,0.776627,-0.351648,-0.806178,1.57889-0.831556,-0.188324,1.39352-0.0759821,0.450109,1.565360.403925,-0.167745,1.75073
1.62395,-0.383686,0.740278,-0.351648,-0.806178,1.57889-0.831556,-0.188324,1.39352-0.0759821,0.450109,1.565360.403925,-0.167745,1.75073
1.6267,-0.35131,0.698668,-0.351648,-0.806178,1.57889-0.831556,-0.188324,1.39352-0.0759821,0.450109,1.565360.403925,-0.167745,1.75073
1.63698,-0.296296,0.609673,-0.351648,-0.806178,1.57889-0.831556,-0.188324,1.39352-0.0759821,0.450109,1.565360.403925,-0.167745,1.75073
1.64147,-0.23738,0.535599,-0.351648,-0.806178,1.57889-0.831556,-0.188324,1.39352-0.0759821,0.450109,1.565360.403925,-0.167745,1.75073
1.64437,-0.20974,0.498274,-0.351648,-0.806178,1.57889-0.831556,-0.188324,1.39352-0.0759821,0.450109,1.565360.403925,-0.167745,1.75073
1.6475,-0.188917,0.467074,-0.351648,-0.806178,1.57889-0.831556,-0.188324,1.39352-0.0759821,0.450109,1.565360.403925,-0.167745,1.75073
1.65251,-0.164698,0.426316,-0.351648,-0.806178,1.57889-0.831556,-0.188324,1.39352-0.0759821,0.450109,1.565360.403925,-0.167745,1.75073
1.6513,-0.147308,0.412719,-0.351648,-0.806178,1.57889-0.831556,-0.188324,1.39352-0.0759821,0.450109,1.565360.403925,-0.167745,1.75073
1.65214,-0.0928859,0.355121,-0.351648,-0.806178,1.57889-0.831556,-0.188324,1.39352-0.0759821,0.450109,1.565360.403925,-0.167745,1.75073
1.65515,-0.0664066,0.31858,-0.351648,-0.806178,1.57889-0.831556,-0.188324,1.39352-0.0759821,0.450109,1.565360.403925,-0.167745,1.75073
1.65622,-0.0556947,0.304294,-0.351648,-0.806178,1.57889-0.831556,-0.188324,1.39352-0.0759821,0.450109,1.565360.403925,-0.167745,1.75073
1.66476,-0.00283773,0.223153,-0.351648,-0.806178,1.57889-0.831556,-0.188324,1.39352-0.0759821,0.450109,1.565360.403925,-0.167745,1.75073
1.66484,0.00549655,0.214484,-0.351648,-0.806178,1.57889-0.831556,-0.188324,1.39352-0.0759821,0.450109,1.565360.403925,-0.167745,1.75073
1.62239,0.177977,0.178961,-0.351648,-0.806178,1.57889-0.831556,-0.188324,1.39352-0.0759821,0.450109,1.565360.403925,-0.167745,1.75073
1.61178,0.214622,0.176625,-0.351648,-0.806178,1.57889-0.831556,-0.188324,1.39352-0.0759821,0.450109,1.565360.403925,-0.167745,1.75073
1.58787,0.257434,0.211413,-0.351648,-0.806178,1.57889-0.831556,-0.188324,1.39352-0.0759821,0.450109,1.565360.403925,-0.167745,1.75073
1.56546,0.30676,0.234753,-0.351648,-0.806178,1.57889-0.831556,-0.188324,1.39352-0.0759821,0.450109,1.565360.403925,-0.167745,1.75073
1.53114,0.371426,0.281431,-0.351648,-0.806178,1.57889-0.831556,-0.188324,1.39352-0.0759821,0.450109,1.565360.403925,-0.167745,1.75073
1.51302,0.400862,0.310846,-0.351648,-0.806178,1.57889-0.831556,-0.188324,1.39352-0.0759821,0.450109,1.565360.403925,-0.167745,1.75073
1.48891,0.446972,0.342972,-0.351648,-0.806178,1.57889-0.831556,-0.188324,1.39352-0.0759821,0.450109,1.565360.403925,-0.167745,1.75073
1.47603,0.475844,0.355862,-0.351648,-0.806178,1.57889-0.831556,-0.188324,1.39352-0.0759821,0.450109,1.565360.403925,-0.167745,1.75073
1.45748,0.508458,0.383454,-0.351648,-0.806178,1.57889-0.831556,-0.188324,1.39352-0.0759821,0.450109,1.565360.403925,-0.167745,1.75073
1.41905,0.585799,0.430775,-0.351648,-0.806178,1.57889-0.831556,-0.188324,1.39352-0.0759821,0.450109,1.565360.403925,-0.167745,1.75073
1.36553,0.687617,0.502628,-0.351648,-0.806178,1.57889-0.831556,-0.188324,1.39352-0.0759821,0.450109,1.565360.403925,-0.167745,1.75073
1.34434,0.730486,0.528491,-0.351648,-0.806178,1.57889-0.831556,-0.188324,1.39352-0.0759821,0.450109,1.565360.403925,-0.167745,1.75073
1.30343,0.806351,0.585373,-0.351648,-0.806178,1.57889-0.831556,-0.188324,1.39352-0.0759821,0.450109,1.565360.403925,-0.167745,1.75073
1.2774,0.852122,0.624121,-0.351648,-0.806178,1.57889-0.831556,-0.188324,1.39352-0.0759821,0.450109,1.565360.403925,-0.167745,1.75073
1.27203,0.801101,0.693075,-0.351648,-0.806178,1.57889-0.831556,-0.188324,1.39352-0.0759821,0.450109,1.565360.403925,-0.167745,1.75073
1.2641,0.749723,0.770725,-0.351648,-0.806178,1.57889-0.831556,-0.188324,1.39352-0.0759821,0.450109,1.565360.403925,-0.167745,1.75073
1.26278,0.712549,0.812544,-0.351648,-0.806178,1.57889-0.831556,-0.188324,1.39352-0.0759821,0.450109,1.565360.403925,-0.167745,1.75073
1.25889,0.681513,0.856501,-0.351648,-0.806178,1.57889-0.831556,-0.188324,1.39352-0.0759821,0.450109,1.565360.403925,-0.167745,1.75073
1.25443,0.646421,0.906451,-0.351648,-0.806178,1.57889-0.831556,-0.188324,1.39352-0.0759821,0.450109,1.565360.403925,-0.167745,1.75073
1.24792,0.620644,0.953681,-0.351648,-0.806178,1.57889-0.831556,-0.188324,1.39352-0.0759821,0.450109,1.565360.403925,-0.167745,1.75073
1.24134,0.56063,1.03565,-0.351648,-0.806178,1.57889-0.831556,-0.188324,1.39352-0.0759821,0.450109,1.565360.403925,-0.167745,1.75073
1.24065,0.511983,1.08696,-0.351648,-0.806178,1.57889-0.831556,-0.188324,1.39352-0.0759821,0.450109,1.565360.403925,-0.167745,1.75073
1.23278,0.471478,1.15347,-0.351648,-0.806178,1.57889-0.831556,-0.188324,1.39352-0.0759821,0.450109,1.565360.403925,-0.167745,1.75073
1.23094,0.433145,1.19813,-0.351648,-0.806178,1.57889-0.831556,-0.188324,1.39352-0.0759821,0.450109,1.565360.403925,-0.167745,1.75073
